time,open,high,low,close,RSI,Histogram,MACD,Signal
2019-09-27T16:00:00Z,164.36,168.79,163.51,167.56,38.78926369395532,1.3287671483139043,-7.963189878058898,-9.291957026372803
2019-09-27T20:00:00Z,167.55,177.36,167.45,173.79,47.41875702646603,1.931892813345499,-6.877091009690929,-8.808983823036428
2019-09-28T00:00:00Z,174,175.88,173.71,174.76,48.633012750113714,2.3508602400551926,-5.870408522967438,-8.22126876302263
2019-09-28T04:00:00Z,175.36,175.43,173.61,174.91,48.82980165982241,2.5747493155560237,-5.002832118577601,-7.5775814341336245
2019-09-28T08:00:00Z,174.71,175.62,172.45,172.76,46.10345022438671,2.511981423228887,-4.437604655097516,-6.949586078326403
2019-09-28T12:00:00Z,172.44,173.29,168.5,169.96,42.755398990473886,2.2256260983037226,-4.16755345544675,-6.393179553750473
2019-09-28T16:00:00Z,170.68,175.6,170.68,174.06,48.63729162006378,2.249410949812786,-3.581415866484491,-5.830826816297277
2019-09-28T20:00:00Z,174,175.49,170.35,173.8,48.29837779996805,2.1829669374697245,-3.102118144460121,-5.285085081929846
2019-09-29T00:00:00Z,173.98,174.92,171.27,171.47,45.255014098030735,1.9263743388864176,-2.8771171583218234,-4.803491497208241
2019-09-29T04:00:00Z,171.47,172.36,169.07,170.15,43.57965542681164,1.6241165419269574,-2.7733458197995446,-4.397462361726502
2019-09-29T08:00:00Z,170.62,171.62,168.77,169.76,43.07229745347309,1.364730273707555,-2.6915495195920585,-4.0562797932996135
2019-09-29T12:00:00Z,169.67,169.68,164.3,167.4,40.03490064564909,1.0169812118673045,-2.785053278465483,-3.8020344903327876
2019-09-29T16:00:00Z,166.88,169.85,165.63,166.34,38.71435308575748,0.7127227003740138,-2.9111311148652703,-3.623853815239284
2019-09-29T20:00:00Z,166.87,172.15,166.87,169.42,44.44816252411768,0.7142536462240154,-2.7310367574592647,-3.44529040368328
2019-09-30T00:00:00Z,169.47,169.99,167.32,168.22,42.76923787671036,0.632599715421355,-2.6545407594065864,-3.2871404748279414
2019-09-30T04:00:00Z,168.36,168.36,165.2,166.89,40.92416998612748,0.4933494304615622,-2.6704536867509887,-3.163803117212551
2019-09-30T08:00:00Z,166.59,175.17,166.54,173.1,51.45474863946529,0.8053593386194953,-2.157103943938182,-2.9624632825576773
2019-09-30T12:00:00Z,173.12,179.36,172.05,179.29,59.25186284692456,1.380742388386829,-1.2365352970741412,-2.6172776854609703
2019-09-30T16:00:00Z,179.44,181.09,177.22,178.08,57.31398174687089,1.6156423872357615,-0.5977247014162685,-2.21336708865203
2019-09-30T20:00:00Z,178.1,181.8,175.8,181.34,61.013586401425485,1.906402941381926,0.1696365880753774,-1.7367663533065485
2019-10-01T00:00:00Z,181.37,185.82,178.39,182.98,62.76208757832894,2.1092039673685683,0.8997386059041617,-1.2094653614644064
2019-10-01T04:00:00Z,182.72,184.13,179.63,181.21,59.65255034917231,2.023816964161082,1.3203058437369464,-0.7035111204241358
2019-10-01T08:00:00Z,181.2,181.38,177.5,180.77,58.8716977966137,1.8425402198281493,1.5996641543610508,-0.24287606546709845
2019-10-01T12:00:00Z,180.92,182.95,177.05,179.91,57.293095380978706,1.5796615292623735,1.7317008461108685,0.15203931684849498
2019-10-01T16:00:00Z,179.27,180.77,173.92,176.29,51.08377602153679,1.0996797347415335,1.5266389852754116,0.4269592505338783
2019-10-01T20:00:00Z,176.37,178.49,175.4,176.2,50.93597244785028,0.731553320167363,1.341400900743082,0.6098475805757191
2019-10-02T00:00:00Z,176.21,177.8,174.77,176.25,51.02075884348112,0.4601006006367685,1.1849733313716797,0.7248727307349112
2019-10-02T04:00:00Z,175.86,176.53,174.27,175.11,48.944018811209325,0.18647939811026293,0.9579719783727398,0.7714925802624769
2019-10-02T08:00:00Z,175.25,177.59,175.25,177.32,52.942848953770834,0.13920685754644468,0.9455011521955328,0.8062942946490881
2019-10-02T12:00:00Z,177.47,178.88,175.01,175.74,49.931831171734466,-0.005902848566867291,0.798915733940504,0.8048185825073713
2019-10-02T16:00:00Z,175.72,178.32,175.72,178,53.96486162192802,0.04034517879689048,0.8552500560034844,0.8149048772065939
2019-10-02T20:00:00Z,178.11,181.9,176.87,180.86,58.51857543453185,0.24230677174021475,1.1177883418818624,0.8754815701416476
2019-10-03T00:00:00Z,181.2,181.22,179.37,179.65,55.99492627983089,0.2709892926036309,1.2142181858961862,0.9432288932925553
2019-10-03T04:00:00Z,179.68,180.4,176.51,177.35,51.45268284014865,0.11938136994696191,1.0924556057262578,0.9730742357792959
2019-10-03T08:00:00Z,177.57,178.27,175.5,176.55,49.93536422690461,-0.041827170639898825,0.9207902724794224,0.9626174431193212
2019-10-03T12:00:00Z,176.17,176.97,169.54,171.96,42.238937667178284,-0.4423759877547643,0.4096474584258658,0.8520234461806301
2019-10-03T16:00:00Z,171.96,174.26,170,172.5,43.34526309023774,-0.6435483427928197,0.04758801768960552,0.6911363604824252
2019-10-03T20:00:00Z,172.47,176.82,172.22,175.02,48.319911934611646,-0.5813838554837906,-0.03559345887231302,0.5457903966114775
2019-10-04T00:00:00Z,175.05,175.14,172.31,173.27,45.342403944872416,-0.6286000353136028,-0.2399596475305259,0.38864038778307686
2019-10-04T04:00:00Z,172.99,174.53,170.9,174.29,47.37777148476863,-0.5636911126745812,-0.3159735030601496,0.24771760961443157
2019-10-04T08:00:00Z,174.52,175.53,172.45,174.85,48.51141322425687,-0.4599783403012495,-0.3272553157621303,0.1327230245391192
2019-10-04T12:00:00Z,174.96,176.38,173.96,175.3,49.45374693796687,-0.34335242091336904,-0.29646750160259216,0.0468849193107769
2019-10-04T16:00:00Z,175.31,178.94,174.97,178.01,54.81680120876781,-0.07973602470725016,-0.0527851115732858,0.02695091313396436
2019-10-04T20:00:00Z,177.99,179.51,175.67,176.49,51.515250151137145,-0.0075750358242701495,0.017482118353626674,0.025057154177896824
2019-10-05T00:00:00Z,175.55,176.13,174.49,176.12,50.71453218688365,0.014210193007798962,0.04281989543764553,0.028609702429846565
2019-10-05T04:00:00Z,176.6,176.95,175.38,176.01,50.463403721034844,0.019839058375135152,0.053408525398765505,0.03356946702363035
2019-10-05T08:00:00Z,175.41,175.41,173.59,174.46,46.93646741763172,-0.07689629942474735,-0.06255090725730383,0.014345392167443516
2019-10-05T12:00:00Z,174.04,176.49,172,176.21,51.09257611953552,-0.021946989058632172,-0.013088344155846698,0.008858644902785474
2019-10-05T16:00:00Z,176.31,176.88,173.99,175.14,48.58681546069642,-0.054720991293594104,-0.059542594214207156,-0.004821602920613052
2019-10-05T20:00:00Z,174.34,177.03,174,176.63,52.10908128002936,0.022737740551007135,0.023600572768145867,0.0008628322171387315
2019-10-06T00:00:00Z,176.57,177.18,174.8,175.05,48.32811356886095,-0.03074435199434995,-0.037567607775798706,-0.006823255781448757
2019-10-06T04:00:00Z,174.91,175.92,173.68,173.8,45.51442380402889,-0.14236409519885984,-0.18477837478002357,-0.042414279581163714
2019-10-06T08:00:00Z,173.64,175.23,172.52,173.95,45.92130581867236,-0.1949028942264155,-0.2860428973641831,-0.09114000313776759
2019-10-06T12:00:00Z,174.04,174.59,170.42,173.8,45.55494656123118,-0.226357807395231,-0.37408726238180634,-0.14772945498657533
2019-10-06T16:00:00Z,173.71,173.99,167.08,169.65,36.8060436222359,-0.49770357088557315,-0.7698589185935418,-0.2721553477079687
2019-10-06T20:00:00Z,169.56,171.73,168.31,170.12,38.25239111203814,-0.6092119046488592,-1.0336702285190427,-0.42445832387018345
2019-10-07T00:00:00Z,170.17,172.83,168.71,171.84,43.36127293317004,-0.5335311859765057,-1.0913723063408156,-0.5578411203643099
2019-10-07T04:00:00Z,171.99,172.46,170.31,171.47,42.54578007239443,-0.47665419590514835,-1.1536588652457453,-0.677004669340597
2019-10-07T08:00:00Z,171.8,176.23,171.52,174.81,51.42647909134332,-0.19669468034318838,-0.9228730197695825,-0.7261783394263941
2019-10-07T12:00:00Z,174.95,178.91,174.95,177.75,57.634125125560956,0.1833339413893189,-0.4970109126897455,-0.6803448540790644
2019-10-07T16:00:00Z,178.15,182.68,176.98,180.8,62.9273269499052,0.6127642997729007,0.08561052063706143,-0.5271537791358393
2019-10-07T20:00:00Z,180.66,182.44,179.01,180.23,61.38379470415808,0.818230703823618,0.49563460064368314,-0.3225961031799348
2019-10-08T00:00:00Z,180.49,185.3,179.99,182.81,65.50786478156351,1.0717106795244278,1.0170422462256,-0.05466843329882787
2019-10-08T04:00:00Z,182.63,183.56,181.24,181.49,61.867396981139926,1.0906652582637082,1.3086631395308075,0.21799788126709924
2019-10-08T08:00:00Z,181.26,182.12,179.83,180.71,59.754211467814656,0.9936059230800393,1.4600052851171483,0.4663993620371091
2019-10-08T12:00:00Z,180.7,182.03,178.07,179.24,55.88036478121158,0.7826205080270594,1.4446749970709334,0.662054489043874
2019-10-08T16:00:00Z,179.28,180.16,178.31,179.02,55.30252307497326,0.5892769666472939,1.3986506973529913,0.8093737307056974
2019-10-08T20:00:00Z,178.96,181.28,176.88,180.73,58.863243008886016,0.5389514075928362,1.4830629901967427,0.9441115826039065
2019-10-09T00:00:00Z,180.91,182.43,179.14,179.96,56.67388351696382,0.42140871256142654,1.4708724733056897,1.0494637607442632
2019-10-09T04:00:00Z,179.74,182.08,179.71,180.92,58.734626657418836,0.37734148392205236,1.5211406156468286,1.1437991317247762
2019-10-09T08:00:00Z,181.18,184.37,180.66,183.41,63.5740910130195,0.47841831917461386,1.7418220306930436,1.2634037115184298
2019-10-09T12:00:00Z,183.73,193.9,181.73,191.21,73.9000625275498,1.002951409789698,2.5170929737555525,1.5141415639658544
2019-10-09T16:00:00Z,191.2,195.24,190.39,192.31,74.97736184839098,1.3355375094777255,3.1835634508130113,1.8480259413352857
2019-10-09T20:00:00Z,192.15,196,190.62,193.18,75.82719792988729,1.5126582181520982,3.7388487140254085,2.2261904958733103
2019-10-10T00:00:00Z,193.39,194.49,191.94,193.68,76.32485497143422,1.5559910817064297,4.171179348006348,2.615188266299918
2019-10-10T04:00:00Z,193.59,194.81,192.37,192.7,73.14625406919974,1.4152001746591218,4.38418848462382,2.9689883099646983
2019-10-10T08:00:00Z,192.52,193.02,187.3,189.95,64.96966882005171,1.0502017548413862,4.281740503516431,3.231538748675045
2019-10-10T12:00:00Z,189.6,192.96,188,192.65,68.67240437935261,0.9092208755116338,4.368064843064587,3.4588439675529536
2019-10-10T16:00:00Z,192.38,193.84,190.15,192.26,67.56153376110552,0.7167714217847543,4.3548082447838965,3.638036822999142
2019-10-10T20:00:00Z,192.34,193.73,190.9,191.64,65.74087533646868,0.48583925137349837,4.245335887216015,3.759496635842517
2019-10-11T00:00:00Z,191.69,193.4,189.31,192.94,67.70598744123711,0.3643152942497352,4.214890753654686,3.8505754594049506
2019-10-11T04:00:00Z,193.33,197.9,184.53,186.61,52.05010034582991,-0.17002235091129014,3.638047520765838,3.808069871677128
2019-10-11T08:00:00Z,186.62,186.7,182.67,184.29,47.69689025318801,-0.6787964086549616,2.9595743608584257,3.6383707695133873
2019-10-11T12:00:00Z,184.29,186.14,183.27,184.86,48.82924227123069,-0.9588967654834284,2.4397498126591017,3.39864657814253
2019-10-11T16:00:00Z,184.8,184.94,178.91,181.99,43.69921887583337,-1.2983327970145506,1.7757305818743419,3.0740633788888925
2019-10-11T20:00:00Z,181.82,182.48,179.49,180.84,41.80400645565879,-1.5444399374254303,1.1435134571071046,2.687953394532535
2019-10-12T00:00:00Z,180.86,183.99,180.65,182.96,46.417499796268295,-1.5069451422809097,0.804271966681398,2.3112171089623077
2019-10-12T04:00:00Z,183.14,184.83,183.07,183.91,48.391864629148735,-1.3648917211952132,0.6051024574682913,1.9699941786635045
2019-10-12T08:00:00Z,184.26,184.87,181.98,183.22,47.03621649092968,-1.2662997584113946,0.38711948064926105,1.6534192390606557
2019-10-12T12:00:00Z,183.19,184.21,182.57,183.59,47.879398556686915,-1.1295840723651867,0.24143914860417226,1.371023220969359
2019-10-12T16:00:00Z,183.71,184.25,177.23,179.79,40.711020470903144,-1.239685144859251,-0.1785832101047049,1.061101934754546
2019-10-12T20:00:00Z,179.67,181.59,179.24,180.02,41.28402416655138,-1.2387038214247805,-0.48727784202642965,0.7514259793983509
2019-10-13T00:00:00Z,179.97,183.7,178.34,182.16,46.468049726459554,-1.0434346523771316,-0.5528673360730636,0.49056731630406797
2019-10-13T04:00:00Z,182.2,182.25,180.49,181.49,45.124754666587684,-0.9135753948784229,-0.6514019272939606,0.26217346758446225
2019-10-13T08:00:00Z,181.41,183.44,181.2,182.7,48.04576553636856,-0.7094618084989192,-0.6246537930391867,0.08480801545973246
2019-10-13T12:00:00Z,183.28,184.52,182.7,184.24,51.57853014238547,-0.446830182771274,-0.47372971300436006,-0.026899530233086055
2019-10-13T16:00:00Z,183.97,184.85,183.07,183.35,49.48434281696175,-0.31534667416779744,-0.42108287294283286,-0.10573619877503543
2019-10-13T20:00:00Z,183.05,183.28,178.66,181.18,44.7170272549906,-0.3539247182318025,-0.5481420965647885,-0.19421737833298605
2019-10-14T00:00:00Z,180.96,183.06,180.67,182.51,48.022245898673184,-0.2729032346647218,-0.5353464216638883,-0.2624431869991665
2019-10-14T04:00:00Z,182.5,184.27,181.91,182.68,48.44652216426159,-0.1945728526106315,-0.5056592527624559,-0.3110864001518244
2019-10-14T08:00:00Z,182.77,184.19,182.63,182.99,49.259877268779135,-0.11265746508804397,-0.4519082315118794,-0.33925076642383545
2019-10-14T12:00:00Z,182.85,183.59,181.6,181.93,46.555177465416214,-0.1199626358426335,-0.48920406122712734,-0.36924142538449384
2019-10-14T16:00:00Z,181.85,187.89,180.9,186.09,56.62152975360848,0.15059504932752882,-0.18099761372508283,-0.33159266305261165
2019-10-14T20:00:00Z,186.41,187.26,185.4,186.74,57.954114085923166,0.35678547198160193,0.11438917692439077,-0.24239629505721116
2019-10-15T00:00:00Z,187.04,188.52,185.02,185.13,53.56479531003246,0.3667817923337731,0.21608094536000522,-0.1507008469737679
2019-10-15T04:00:00Z,185.12,185.67,182.83,183.45,49.363467228787364,0.24798022027921846,0.15927442837525518,-0.08870579190396327
2019-10-15T08:00:00Z,183.53,184.54,182.17,183.66,49.89252652375421,0.17472858674347083,0.12970494152537526,-0.04502364521809556
2019-10-15T12:00:00Z,183.78,184.57,180.55,183.76,50.159573415633325,0.1264485590818148,0.11303705363417293,-0.013411505447641858
2019-10-15T16:00:00Z,183.79,183.79,177.27,180.25,41.7490436248639,-0.13431879919521114,-0.1813100044416558,-0.046991205246444644
2019-10-15T20:00:00Z,180.11,180.69,177.57,180.67,42.98105732193614,-0.263489685403088,-0.37635331200030464,-0.11286362659721666
2019-10-16T00:00:00Z,180.55,181.2,179.17,179.53,40.478537460773126,-0.402362110329603,-0.6158162645092204,-0.2134541541796174
2019-10-16T04:00:00Z,179.55,180.21,178.51,178.56,38.42830442591772,-0.528269282296547,-0.8737907570503012,-0.34552147475375417
2019-10-16T08:00:00Z,178.78,179.51,175.63,176.5,34.438901728148394,-0.7078070438898736,-1.230280279616096,-0.5224732357262225
2019-10-16T12:00:00Z,176.57,176.72,172.4,173.29,29.329362144572315,-0.9833248318916856,-1.7516292755908296,-0.768304443699144
2019-10-16T16:00:00Z,173.28,174.88,171.39,173.31,29.399644936741765,-1.0961856929565157,-2.1385365598947885,-1.0423508669382728
2019-10-16T20:00:00Z,173.47,175.68,173.23,174.75,34.45408235067866,-1.0080604790239067,-2.302426465718156,-1.2943659866942494
2019-10-17T00:00:00Z,174.52,174.56,173.51,173.64,32.52131657329862,-0.9590182253583035,-2.4931387683921287,-1.5341205430338252
2019-10-17T04:00:00Z,173.9,174.55,172.78,174.4,35.20158457986133,-0.815518462136831,-2.553518620704864,-1.738000158568033
2019-10-17T08:00:00Z,174.35,177.71,174.31,176.33,41.55078062728734,-0.5438116583777017,-2.41776473154016,-1.8739530731624583
2019-10-17T12:00:00Z,176.17,177.96,175.7,177.33,44.58077732891093,-0.26410145559911724,-2.2040798926613547,-1.9399784370622375
2019-10-17T16:00:00Z,177.12,179.17,176.42,176.69,43.042872897069614,-0.09809677641704839,-2.062599407583548,-1.9645026311664995
2019-10-17T20:00:00Z,176.57,177.56,175.02,177.51,45.63080669683306,0.08133461539454423,-1.8628343619233192,-1.9441689773178634
2019-10-18T00:00:00Z,177.43,177.48,175.71,175.83,41.47311870911076,0.1000459829236362,-1.8191114986633181,-1.9191574815869543
2019-10-18T04:00:00Z,176.06,176.37,172.59,172.88,35.37749386983816,-0.06423618598896264,-1.9994527140731577,-1.935216528084195
2019-10-18T08:00:00Z,172.65,172.76,168.34,172.02,33.81704923708766,-0.20107789097101159,-2.1865638917979595,-1.985486000826948
2019-10-18T12:00:00Z,172.08,172.8,170.93,172.01,33.79838099480055,-0.25884366504380196,-2.3090405821317006,-2.0501969170878986
2019-10-18T16:00:00Z,172.36,175.64,172.18,174.43,42.12483371111017,-0.10835112009940806,-2.185635817212159,-2.0772846971127508
2019-10-18T20:00:00Z,174.48,174.74,172.63,173.21,39.4322331574139,-0.06726470548870322,-2.16136557897363,-2.0941008734849267
2019-10-19T00:00:00Z,173.06,174.05,171.66,174.01,42.048103556923714,0.03215923921356456,-2.053901824467971,-2.0860610636815355
2019-10-19T04:00:00Z,173.79,173.94,172.76,173.56,40.976060869916665,0.08309067293648287,-1.9821977225109322,-2.065288395447415
2019-10-19T08:00:00Z,173.6,175.06,173.01,173.46,40.72756095896131,0.12310483220270863,-1.9114073551940294,-2.034512187396738
2019-10-19T12:00:00Z,173.65,175.01,170.5,173.1,39.791985492290365,0.13730547358651002,-1.8628803454136005,-2.0001858190001105
2019-10-19T16:00:00Z,173.5,173.5,170.5,171.16,35.11118793481657,0.033437425185503855,-1.9583890375182307,-1.9918264627037345
2019-10-19T20:00:00Z,170.95,172.31,169.66,172.08,38.788480551493784,0.04345345199181461,-1.9375096477139664,-1.980963099705781
2019-10-20T00:00:00Z,172.16,172.16,169.23,170.1,34.285217453402694,-0.06084551011703754,-2.057019987352078,-1.9961744772350403
2019-10-20T04:00:00Z,170.16,171.2,169.77,170.15,34.492044863525635,-0.10163883191372935,-2.123223017127202,-2.021584185213473
2019-10-20T08:00:00Z,170,172.77,169.71,171.33,39.34398650613361,-0.02814397976380656,-2.056764159918231,-2.0286201801544244
2019-10-20T12:00:00Z,171.37,173.89,171.2,173.23,46.24758864230906,0.1591446278633537,-1.8296893953252322,-1.988834023188586
2019-10-20T16:00:00Z,173.26,176.4,172.98,176.03,54.47143465760934,0.46501215321802514,-1.4075688316660546,-1.8725809848840798
2019-10-20T20:00:00Z,175.93,176.8,174.41,175.62,53.18820940668453,0.623254008233538,-1.0935134745921573,-1.7167674828256954
2019-10-21T00:00:00Z,175.5,175.51,174.22,174.86,50.799265591714445,0.6569149492505122,-0.8956237962625551,-1.5525387455130673
2019-10-21T04:00:00Z,174.8,174.88,173.42,174.18,48.69195857367317,0.614334595812243,-0.7846205007477636,-1.3989550965600066
2019-10-21T08:00:00Z,174.13,178.19,173.48,176.54,55.57918931974427,0.7188053137314268,-0.5004484543957233,-1.21925376812715
2019-10-21T12:00:00Z,176.4,177.23,171.72,172.9,45.44632875051831,0.5254239810464274,-0.5624737918191158,-1.0878977728655432
2019-10-21T16:00:00Z,172.9,173.75,171.84,173.51,47.18411964277117,0.42551964609262805,-0.5559982152497582,-0.9815178613423863
2019-10-21T20:00:00Z,173.51,175,173.19,174.24,49.26689617706251,0.39613030699961504,-0.4863549775928675,-0.8824852845924825
2019-10-22T00:00:00Z,174.43,175.5,173.65,175.17,51.870837702217926,0.4243397105934652,-0.35206064635065104,-0.7764003569441162
2019-10-22T04:00:00Z,175.36,175.48,173.45,173.75,47.83378327095887,0.3362334406730898,-0.35610855610275394,-0.6923419967758437
2019-10-22T08:00:00Z,173.82,174.67,172.51,174.28,49.416214619778664,0.30351953668110154,-0.31294257592446684,-0.6164621126055684
2019-10-22T12:00:00Z,174.27,174.7,171.41,173.57,47.34430665513985,0.22741372587531195,-0.3321949552614285,-0.5596086811367404
2019-10-22T16:00:00Z,173.37,174.12,172.01,172.28,43.754739116841094,0.09056773398432638,-0.4463990136563325,-0.5369667476406589
2019-10-22T20:00:00Z,171.84,173.05,170.47,171.29,41.17465142406453,-0.058236456696252104,-0.609762318510974,-0.5515258618147219
2019-10-23T00:00:00Z,171.13,171.53,164.02,166.5,31.497109338871866,-0.44910964298888045,-1.1129129155508224,-0.6638032725619419
2019-10-23T04:00:00Z,166.44,167.14,165.98,166.28,31.135151512386443,-0.6785464323939384,-1.511986313054365,-0.8334398806604265
2019-10-23T08:00:00Z,166.41,167.51,166.23,166.38,31.52037313959167,-0.7728023631487944,-1.7994428345964195,-1.0266404714476252
2019-10-23T12:00:00Z,166.39,167,155.98,158.24,21.149388863795167,-1.3014846758995158,-2.6534963163220198,-1.352011640422504
2019-10-23T16:00:00Z,158.06,161.64,153.21,160.78,28.999633834663115,-1.390203631794827,-3.0897661801660377,-1.6995625483712107
2019-10-23T20:00:00Z,160.81,162.8,158.91,162.49,33.7795199315685,-1.2483113905331673,-3.2599517865376697,-2.0116403960045024
2019-10-24T00:00:00Z,162.39,162.92,158.85,160.17,30.754411550838256,-1.2236547753462954,-3.5412088651873717,-2.3175540898410762
2019-10-24T04:00:00Z,160.23,161.49,159.16,160.54,31.803347442271914,-1.0993132474403908,-3.6916956491415647,-2.592382401701174
2019-10-24T08:00:00Z,160.54,162,159.72,161.13,33.53237520314687,-0.9024638925183117,-3.7204622673490633,-2.8179983748307516
2019-10-24T12:00:00Z,161.18,164,161.06,161.94,35.93388833330168,-0.6543904209951044,-3.635986401074632,-2.9815959800795278
2019-10-24T16:00:00Z,161.88,163.06,161.42,162.23,36.81411104096392,-0.4189087839077086,-3.5052319599641635,-3.086323176056455
2019-10-24T20:00:00Z,162.11,162.11,159.67,160.66,34.08387902647098,-0.32140987807720034,-3.4880855236529555,-3.166675645575755
2019-10-25T00:00:00Z,160.79,162.03,160.65,161.8,37.697012390507034,-0.14182850170917272,-3.343961272712221,-3.2021327710030483
2019-10-25T04:00:00Z,161.54,162.9,160.42,162.7,40.47123657003033,0.0647936410247878,-3.1211407197220637,-3.1859343607468515
2019-10-25T08:00:00Z,162.8,166.78,161.99,165.45,48.07890216388932,0.39544793834960146,-2.6916244378098497,-3.087072376159451
2019-10-25T12:00:00Z,165.78,180.04,165.65,176.34,66.3943276210639,1.305084220257092,-1.4557171008380863,-2.7608013210951783
2019-10-25T16:00:00Z,176.58,187.78,176.58,180.88,70.98894475081242,2.121713840184241,-0.10865902086487722,-2.2303728610491182
2019-10-25T20:00:00Z,180.74,183,179.71,181.51,71.5698237431706,2.5828767315800625,0.99822305342596,-1.5846536781541025
2019-10-26T00:00:00Z,182.1,198.97,182.02,186.9,75.99780697302634,3.094950224503422,2.284034102475175,-0.8109161220282469
2019-10-26T04:00:00Z,186.64,190.08,183.35,186.08,74.10679526185417,3.20872804758825,3.199993937457066,-0.008734110131184303
2019-10-26T08:00:00Z,185.67,185.77,176.59,182.11,65.5966641642172,2.8585584582875394,3.56446396272824,0.7059055044407007
2019-10-26T12:00:00Z,181.42,183.61,178.61,181.01,63.42338993313387,2.4125935497609072,3.721647441641835,1.3090538918809276
2019-10-26T16:00:00Z,181.05,181.2,173.62,177,56.12353596721626,1.7387560180073884,3.4824989143901632,1.7437428963827748
2019-10-26T20:00:00Z,177.36,180.57,177.14,179.93,59.76731220480487,1.3963476277352092,3.489177431051786,2.092829803316577
2019-10-27T00:00:00Z,180.28,182.2,177.5,178.12,56.63817253466627,0.9739439309237574,3.3102597169712737,2.3363157860475163
2019-10-27T04:00:00Z,177.69,180.12,176.84,178.94,57.7181996398655,0.6891644661292542,3.197771368709084,2.50860690257983
2019-10-27T08:00:00Z,179.57,185.3,177.93,179.29,58.196802680437564,0.4740087666425765,3.1011178608830505,2.627109094240474
2019-10-27T12:00:00Z,179.54,186.31,179.04,184,64.08794815910173,0.5909353640931103,3.3657782993568617,2.7748429352637514
2019-10-27T16:00:00Z,184.33,189.22,182.12,187.37,67.60560739423917,0.8230126955659309,3.803608804721165,2.980596109155234
2019-10-27T20:00:00Z,186.85,188.34,183.43,184.34,61.74906435797322,0.7047895382334977,3.861583031947106,3.156793493713608
2019-10-28T00:00:00Z,184.36,189.91,183.93,185.22,62.75811961171828,0.6211229818331612,3.9331972210050594,3.3120742391718982
2019-10-28T04:00:00Z,185.22,186.06,181.44,183.51,59.47486565351316,0.39679835835979205,3.8080721871216383,3.4112738287618463
2019-10-28T08:00:00Z,183.27,185.98,181.17,185.2,61.61234261080911,0.3121471241432716,3.8014577339409357,3.489310609797664
2019-10-28T12:00:00Z,185.27,185.27,181.58,183.44,58.17125254351666,0.09859563535916793,3.612555153996624,3.513959518637456
2019-10-28T16:00:00Z,183.41,183.75,180.8,183.11,57.52253995136197,-0.0935187739934289,3.39706105114567,3.4905798251390987
2019-10-28T20:00:00Z,183.14,185.21,181.62,181.98,55.25043292205128,-0.3129668653225779,3.0993712434858764,3.4123381088084543
2019-10-29T00:00:00Z,181.94,185.7,181.66,184.21,58.716068420515654,-0.32290268218487084,3.0087097560773657,3.3316124382622365
